image_id,label,fold,0,1,2,3,4,preds
171434140.jpg,3,0,0.0028330372,0.0071642725,0.015347653,0.969328,0.0053270347,3
1714436989.jpg,3,0,0.0018488906,0.0013608955,0.0034811758,0.94280916,0.050499767,3
1714696851.jpg,1,0,0.0026014608,0.28169432,0.6977084,0.015142413,0.002853372,2
1714701345.jpg,1,0,0.12401037,0.78475523,0.024136687,0.02895727,0.038140412,1
1714717170.jpg,3,0,0.005110165,0.010800776,0.047904078,0.91514987,0.021035079,3
171546937.jpg,0,0,0.81905717,0.015984438,0.027561916,0.07252343,0.06487307,0
1715574145.jpg,3,0,0.0016632696,0.003053281,0.007005155,0.81214625,0.1761321,3
1715814415.jpg,4,0,0.003609331,0.001366774,0.001766986,0.036792286,0.95646477,4
1716118009.jpg,4,0,0.0018897817,0.0028927943,0.02529579,0.6582645,0.31165722,3
1716221789.jpg,3,0,0.023254776,0.013267868,0.5117263,0.42119676,0.03055426,2
1716263265.jpg,3,0,0.00077325467,0.017980605,0.5987048,0.34417948,0.038361814,2
1716516140.jpg,3,0,0.0016366263,0.007481803,0.20488627,0.3194368,0.4665586,4
1716624232.jpg,3,0,0.004619097,0.0048937486,0.029857246,0.91858125,0.042048723,3
1716638560.jpg,3,0,0.0013998264,0.001953822,0.005879051,0.94871175,0.04205557,3
1717015793.jpg,3,0,0.0018211609,0.008172645,0.009583834,0.97334856,0.0070737987,3
1717047149.jpg,2,0,0.00043948,0.019649694,0.35709217,0.622169,0.0006495775,3
1718223523.jpg,2,0,0.002027873,0.038209442,0.9041122,0.050851826,0.004798554,2
1718466137.jpg,3,0,0.029906074,0.003745822,0.015735218,0.9346703,0.01594255,3
1718658976.jpg,0,0,0.42050475,0.07167264,0.0055690906,0.46076244,0.04149112,3
1718703431.jpg,3,0,0.0027808712,0.004165388,0.008024824,0.9718732,0.013155741,3
171905879.jpg,3,0,0.14558809,0.013607567,0.012653491,0.7979293,0.030221645,3
1719304067.jpg,3,0,0.0022900568,0.008923403,0.07285402,0.8960319,0.019900648,3
