image_id,label,fold,0,1,2,3,4,preds
171434140.jpg,3,0,0.024781765,0.056816246,0.039658777,0.8575138,0.021229358,3
1714436989.jpg,3,0,0.029791143,0.036738142,0.034373745,0.7694839,0.12961301,3
1714696851.jpg,1,0,0.024525147,0.66143346,0.24928439,0.04287592,0.021881139,1
1714701345.jpg,1,0,0.16323155,0.68742794,0.05597346,0.032384854,0.060982224,1
1714717170.jpg,3,0,0.027093045,0.025573974,0.09508635,0.8253334,0.026913265,3
171546937.jpg,0,0,0.8629747,0.038030375,0.05765455,0.028676318,0.012664062,0
1715574145.jpg,3,0,0.02882232,0.039684407,0.035663757,0.8062156,0.08961392,3
1715814415.jpg,4,0,0.014887209,0.008934661,0.021838572,0.018871581,0.9354679,4
1716118009.jpg,4,0,0.015968854,0.02002401,0.11128313,0.24986632,0.6028577,4
1716221789.jpg,3,0,0.023670975,0.017826205,0.7238079,0.20252745,0.03216754,2
1716263265.jpg,3,0,0.023606218,0.16424072,0.3801407,0.29293254,0.13907982,2
1716516140.jpg,3,0,0.02769985,0.025460988,0.13171317,0.23062553,0.58450055,4
1716624232.jpg,3,0,0.031203164,0.03783545,0.05000369,0.8393523,0.041605353,3
1716638560.jpg,3,0,0.031276517,0.04264315,0.029293507,0.86818963,0.028597226,3
1717015793.jpg,3,0,0.031178184,0.040919606,0.036982425,0.86104494,0.029874941,3
1717047149.jpg,2,0,0.021346623,0.2914521,0.2693068,0.39779285,0.020101596,3
1718223523.jpg,2,0,0.024729291,0.08241128,0.8372003,0.03400288,0.021656232,2
1718466137.jpg,3,0,0.040116742,0.036970183,0.045531124,0.83517766,0.042204306,3
1718658976.jpg,0,0,0.30526966,0.07647846,0.021880487,0.5016831,0.094688326,3
1718703431.jpg,3,0,0.033340305,0.041192714,0.038482495,0.8345468,0.052437678,3
171905879.jpg,3,0,0.1918117,0.034559637,0.03028267,0.6656829,0.07766303,3
1719304067.jpg,3,0,0.026921427,0.02178035,0.052413642,0.8560194,0.0428652,3
1719645709.jpg,3,0,0.03955872,0.034753576,0.04784085,0.8267291,0.051117655,3
1719831117.jpg,3,0,0.030349083,0.04760779,0.10738076,0.7944438,0.020218652,3
1720006806.jpg,3,0,0.02891516,0.029379547,0.028369244,0.88905543,0.02428068,3
1720212686.jpg,0,0,0.5825994,0.012764113,0.10624035,0.066362776,0.23203337,0
1720237817.jpg,3,0,0.022315565,0.034619864,0.030406786,0.884295,0.028362766,3
1720351409.jpg,3,0,0.027364653,0.030429188,0.03420218,0.8798408,0.028163128,3
1720615877.jpg,3,0,0.03058453,0.030694457,0.14659964,0.7479676,0.044153687,3
1720653126.jpg,3,0,0.032866687,0.044600602,0.047149666,0.84029096,0.03509212,3
1720740860.jpg,3,0,0.023499724,0.038538843,0.029046811,0.8776145,0.031300172,3
1720773250.jpg,2,0,0.016879877,0.018193567,0.82802486,0.06917022,0.06773148,2
172123475.jpg,3,0,0.029102758,0.043214064,0.035516646,0.8420265,0.050140027,3
1721634086.jpg,3,0,0.034773324,0.035853665,0.029791642,0.85072905,0.04885233,3
1721767789.jpg,3,0,0.062960975,0.068140656,0.06497088,0.7460659,0.05786153,3
1721889897.jpg,4,0,0.059002228,0.019125313,0.014332364,0.06415415,0.8433859,4
1722033032.jpg,2,0,0.4768347,0.018902672,0.2161409,0.033995327,0.25412643,0
1722126168.jpg,0,0,0.10414553,0.14226349,0.032540813,0.53897995,0.1820703,3
1722175051.jpg,0,0,0.34409428,0.24586521,0.020713646,0.023839727,0.36548713,4
1722184743.jpg,3,0,0.03442179,0.042100005,0.05277349,0.8384074,0.032297257,3
1722781074.jpg,3,0,0.037382916,0.038105525,0.034746725,0.83215255,0.0576123,3
1723001945.jpg,3,0,0.027980642,0.030916724,0.07433099,0.8253419,0.041429836,3
1723081246.jpg,3,0,0.03145256,0.035968345,0.0361204,0.8651588,0.031299904,3
172324679.jpg,3,0,0.027914248,0.070091866,0.119520664,0.7166775,0.06579581,3
1723407805.jpg,3,0,0.024189603,0.017158166,0.0244827,0.89302754,0.04114198,3
1724389258.jpg,3,0,0.04485359,0.03376003,0.07124615,0.81424516,0.035895076,3
1724663202.jpg,1,0,0.04768515,0.7301779,0.078719825,0.09714408,0.04627308,1
1724697986.jpg,3,0,0.024606327,0.032835424,0.025558192,0.8933765,0.023623632,3
1724843600.jpg,1,0,0.03641254,0.76026154,0.13307816,0.033703424,0.036544345,1
1725548375.jpg,1,0,0.0551196,0.8260853,0.023409655,0.036190573,0.059194792,1
1725598881.jpg,0,0,0.5518813,0.036284145,0.031826492,0.14436185,0.23564617,0
1725925773.jpg,3,0,0.04064493,0.03243522,0.0209874,0.87757206,0.028360404,3
1726153.jpg,3,0,0.027049044,0.241057,0.036545962,0.6644819,0.030866094,3
1726210111.jpg,3,0,0.039786708,0.044940274,0.04876579,0.8409594,0.025547832,3
1726413571.jpg,3,0,0.024243297,0.032850828,0.036483154,0.8668755,0.03954722,3
1726536780.jpg,1,0,0.017242946,0.8549883,0.050633714,0.033332072,0.043803062,1
1726632514.jpg,4,0,0.023868289,0.021423597,0.015918372,0.040972386,0.8978173,4
1726694302.jpg,1,0,0.04242808,0.6946808,0.025355011,0.074255496,0.1632806,1
1726783807.jpg,3,0,0.02759485,0.03319317,0.029603733,0.8800538,0.029554393,3
1726848787.jpg,3,0,0.026656581,0.031312607,0.065486565,0.8441612,0.032383017,3
1726864717.jpg,3,0,0.028041646,0.034798548,0.03139808,0.8817166,0.024045069,3
1727010338.jpg,3,0,0.04329678,0.04832964,0.037549652,0.80685675,0.06396726,3
1727150436.jpg,1,0,0.031292494,0.78935677,0.057132643,0.08881813,0.03339995,1
1727205281.jpg,1,0,0.042558435,0.38990545,0.029868403,0.045997974,0.49166965,4
1728004537.jpg,3,0,0.029982042,0.02545652,0.1600342,0.028466046,0.7560612,4
1728159331.jpg,3,0,0.02476907,0.040862575,0.16373327,0.7227856,0.04784945,3
1728214886.jpg,4,0,0.020671733,0.02270208,0.022869434,0.06770853,0.8660482,4
172872674.jpg,4,0,0.019034145,0.3296405,0.16355135,0.03740335,0.4503707,4
1728913525.jpg,3,0,0.036518425,0.040979113,0.034046456,0.8316156,0.05684042,3
1728958527.jpg,3,0,0.032454394,0.033893686,0.029868985,0.81251925,0.091263734,3
1729214658.jpg,3,0,0.02229734,0.020760138,0.038159065,0.8735203,0.045263138,3
1729567337.jpg,3,0,0.030756917,0.039574347,0.060384948,0.8381086,0.031175189,3
1729679057.jpg,3,0,0.03576428,0.02589388,0.0231997,0.74826694,0.16687526,3
1729836525.jpg,4,0,0.082780726,0.039420508,0.02711224,0.0517159,0.7989706,4
1729891245.jpg,4,0,0.081354156,0.3262574,0.068176426,0.088042356,0.43616962,4
1729916379.jpg,3,0,0.03542215,0.030505624,0.07232129,0.8177716,0.04397932,3
1729933638.jpg,1,0,0.023443894,0.8041892,0.05351173,0.088175684,0.030679412,1
173019618.jpg,1,0,0.033947222,0.85853,0.027792403,0.038075715,0.041654624,1
1730472510.jpg,3,0,0.2818947,0.018324235,0.10517951,0.5360985,0.05850305,3
1730516728.jpg,3,0,0.038703453,0.03971222,0.03496357,0.85112554,0.035495203,3
1730671477.jpg,2,0,0.03956763,0.052886944,0.7715815,0.10107874,0.034885213,2
1730809974.jpg,3,0,0.026113255,0.03757067,0.026063677,0.86526924,0.044983104,3
1730829210.jpg,3,0,0.01744081,0.025524091,0.024390515,0.9160455,0.016599065,3
173084709.jpg,3,0,0.024639444,0.031288277,0.028404413,0.89016145,0.025506414,3
1731074532.jpg,3,0,0.027198339,0.035328083,0.030674843,0.86814284,0.038655926,3
1731218937.jpg,4,0,0.019420912,0.025320148,0.85024965,0.035121508,0.06988772,2
1731589806.jpg,2,0,0.053816956,0.103187755,0.71091133,0.023604557,0.10847947,2
1731591176.jpg,3,0,0.025259586,0.027077748,0.02119959,0.8744634,0.0519998,3
1731652110.jpg,0,0,0.6897813,0.090927094,0.036708295,0.046326265,0.13625705,0
1731777849.jpg,3,0,0.029676462,0.026552515,0.030207876,0.8841715,0.029391676,3
1732173388.jpg,2,0,0.04402352,0.037737437,0.8074775,0.0709771,0.039784472,2
1733285805.jpg,3,0,0.035354786,0.042447727,0.039177082,0.8381688,0.044851556,3
1733293864.jpg,4,0,0.064232245,0.038018122,0.052691262,0.05142326,0.79363513,4
1733354827.jpg,3,0,0.028137354,0.036147162,0.03055251,0.88116604,0.023996966,3
1733437484.jpg,1,0,0.019200921,0.8643975,0.03199146,0.057421982,0.026988147,1
1733574271.jpg,0,0,0.6271341,0.043518834,0.04901587,0.014701345,0.26562983,0
1733650338.jpg,3,0,0.027312009,0.07789308,0.16831236,0.65990955,0.06657298,3
1733797276.jpg,3,0,0.028909989,0.031244904,0.12661318,0.7578596,0.05537239,3
1734198747.jpg,4,0,0.8166422,0.021323737,0.056750048,0.016412323,0.08887155,0
1734332908.jpg,3,0,0.024214441,0.040645204,0.03082544,0.868987,0.03532795,3
1734343224.jpg,3,0,0.040402852,0.0403846,0.038490474,0.8290859,0.051636256,3
1734625164.jpg,4,0,0.03384705,0.033615984,0.041185144,0.46871817,0.42263362,3
1734635287.jpg,1,0,0.27854764,0.47278047,0.053040653,0.04275263,0.15287861,1
1734980168.jpg,3,0,0.0410553,0.032491773,0.031710695,0.86045635,0.034285832,3
1735461481.jpg,3,0,0.029237887,0.035214726,0.029299304,0.8823726,0.02387543,3
1735806494.jpg,3,0,0.026056163,0.02702705,0.028410962,0.8786212,0.0398846,3
1735812813.jpg,2,0,0.028997969,0.034485936,0.7524226,0.12897131,0.055122174,2
1735838200.jpg,4,0,0.07225756,0.047463674,0.028325144,0.012242251,0.8397114,4
1735911943.jpg,3,0,0.031623237,0.025737654,0.030760227,0.83243185,0.07944711,3
1736063036.jpg,1,0,0.105684936,0.7512943,0.056672238,0.018869514,0.0674791,1
1736448195.jpg,3,0,0.02451377,0.03239042,0.02921626,0.877509,0.03637057,3
1736753003.jpg,3,0,0.03599902,0.053752944,0.034994517,0.79743713,0.07781637,3
1736794140.jpg,3,0,0.019938847,0.037108347,0.031287983,0.88396436,0.027700422,3
1737101644.jpg,3,0,0.02365221,0.025716491,0.025617087,0.89645386,0.028560366,3
1737140400.jpg,3,0,0.028141992,0.030570928,0.027884025,0.863163,0.05024009,3
1737267770.jpg,3,0,0.047778014,0.044361047,0.030133704,0.84798384,0.02974335,3
1737731640.jpg,3,0,0.033050567,0.033006854,0.035277177,0.86127096,0.037394397,3
1737787955.jpg,2,0,0.023352843,0.024202222,0.5443493,0.03586594,0.37222967,2
1738300004.jpg,3,0,0.019748978,0.025424283,0.14678472,0.79142696,0.016615054,3
1738309261.jpg,3,0,0.025941385,0.034693822,0.030135013,0.8803566,0.028873254,3
1738379259.jpg,4,0,0.77963936,0.026938835,0.025173472,0.026280597,0.14196771,0
1738486580.jpg,3,0,0.025331585,0.028878478,0.029069621,0.88873416,0.027986106,3
1738493952.jpg,3,0,0.037472725,0.046569876,0.031958114,0.8327377,0.05126161,3
173849826.jpg,2,0,0.03185421,0.060518082,0.80553055,0.049535353,0.052561786,2
173864450.jpg,4,0,0.64514416,0.025888097,0.019926056,0.03172283,0.27731887,0
1738664148.jpg,3,0,0.03608821,0.082100146,0.029807743,0.78942686,0.062576964,3
1738922613.jpg,4,0,0.09497637,0.13335119,0.016183104,0.12388168,0.63160753,4
1738923752.jpg,3,0,0.030193374,0.03909768,0.04868842,0.8533359,0.02868455,3
173970359.jpg,3,0,0.04558984,0.045394592,0.026688585,0.8594794,0.02284752,3
1739769852.jpg,4,0,0.20284024,0.05695798,0.02340382,0.06396688,0.6528311,4
1739864126.jpg,0,0,0.7934883,0.020462537,0.1379141,0.029063672,0.01907125,0
1739927380.jpg,1,0,0.0224041,0.61312205,0.17867729,0.04068651,0.1451101,1
1740009337.jpg,3,0,0.039061278,0.041297484,0.029914178,0.84940827,0.04031881,3
1740309612.jpg,0,0,0.45863223,0.031378306,0.03382806,0.03601709,0.44014433,0
1740920965.jpg,4,0,0.0480705,0.031459123,0.038034197,0.036275767,0.8461605,4
1741040717.jpg,3,0,0.022124331,0.03213495,0.03970797,0.8728579,0.03317483,3
1741218848.jpg,3,0,0.028652627,0.024389403,0.101208135,0.81987566,0.025874106,3
1741280523.jpg,4,0,0.058549985,0.03304472,0.025052398,0.047335487,0.83601743,4
1741376467.jpg,2,0,0.046565037,0.045904282,0.72656864,0.12308817,0.05787384,2
1741630532.jpg,3,0,0.03088797,0.038562275,0.03427985,0.8453508,0.050919123,3
1741717414.jpg,3,0,0.027401319,0.03848489,0.06773165,0.83779275,0.0285893,3
1741733319.jpg,3,0,0.03806344,0.033213697,0.049702756,0.8576476,0.021372456,3
1741967088.jpg,1,0,0.025134625,0.041489016,0.03746747,0.04935224,0.84655666,4
1742176204.jpg,4,0,0.018020561,0.022031328,0.021949219,0.03193635,0.9060625,4
1742301779.jpg,3,0,0.105368406,0.030523697,0.029237771,0.8098194,0.025050784,3
1742577846.jpg,3,0,0.036875837,0.0546717,0.03603332,0.83813876,0.034280397,3
1742921296.jpg,2,0,0.031103576,0.03264774,0.56995416,0.33648604,0.02980846,2
1743033739.jpg,3,0,0.027906403,0.03576947,0.04995116,0.85625553,0.030117435,3
1743119913.jpg,4,0,0.057780158,0.038458142,0.02617151,0.090077415,0.7875128,4
1743903247.jpg,3,0,0.044002883,0.042172346,0.030549634,0.83920974,0.044065434,3
1744118582.jpg,3,0,0.03369768,0.039807603,0.033672266,0.851935,0.040887438,3
1744132907.jpg,2,0,0.033006348,0.060256153,0.82335657,0.0544697,0.028911207,2
1744145648.jpg,3,0,0.02655121,0.0740528,0.035968136,0.836048,0.027379796,3
1744149423.jpg,3,0,0.03145531,0.035875656,0.031630933,0.8725545,0.028483616,3
1744206889.jpg,4,0,0.022966443,0.02826528,0.25515935,0.51188767,0.18172124,3
1744706562.jpg,3,0,0.031824805,0.030360222,0.03055074,0.8785891,0.028675122,3
1745213235.jpg,2,0,0.043215044,0.050345145,0.82307714,0.05306194,0.030300664,2
1745296302.jpg,3,0,0.03027503,0.03844908,0.1562177,0.7366923,0.038365915,3
1745363268.jpg,3,0,0.032054786,0.044982698,0.09895703,0.7854601,0.038545348,3
1745437875.jpg,3,0,0.034280557,0.038687285,0.028516402,0.8659845,0.032531206,3
1745650066.jpg,3,0,0.030276297,0.035504833,0.034847364,0.8681525,0.031218965,3
1745700317.jpg,3,0,0.021852266,0.038173188,0.08533253,0.8293843,0.025257634,3
1745709120.jpg,3,0,0.058257382,0.11008557,0.07934231,0.6975756,0.054739125,3
1745794549.jpg,3,0,0.028183278,0.026388627,0.029719193,0.88317883,0.032530103,3
1745816126.jpg,4,0,0.019811824,0.6312788,0.027235376,0.045633495,0.27604052,1
174581727.jpg,3,0,0.030118145,0.03070521,0.028042695,0.8854242,0.025709715,3
1746609876.jpg,3,0,0.024913253,0.03398914,0.037036452,0.86971706,0.034344006,3
174674584.jpg,3,0,0.035826366,0.038030356,0.027489549,0.83281523,0.06583852,3
1747122718.jpg,1,0,0.028632218,0.62295204,0.048537046,0.050935738,0.248943,1
1747233628.jpg,3,0,0.028471336,0.0326668,0.05084252,0.8473687,0.040650643,3
1747286543.jpg,3,0,0.0148723405,0.023621282,0.14951988,0.6676397,0.1443469,3
1748020549.jpg,3,0,0.02796001,0.034463838,0.029387634,0.87313503,0.035053473,3
1748078047.jpg,2,0,0.086215146,0.119790755,0.54111445,0.095721774,0.15715794,2
1748255784.jpg,3,0,0.033059888,0.037036285,0.07400354,0.82114244,0.0347579,3
1748314267.jpg,2,0,0.04031533,0.035517536,0.8316222,0.05788942,0.034655467,2
1748426485.jpg,3,0,0.03814169,0.042208213,0.034070406,0.84386086,0.04171883,3
1748519439.jpg,1,0,0.022791274,0.88092846,0.021065205,0.040321395,0.03489367,1
1748719005.jpg,4,0,0.104759626,0.039079614,0.015693622,0.061003257,0.77946395,4
1748736527.jpg,3,0,0.02139146,0.049743894,0.03935237,0.62240595,0.26710635,3
1748981350.jpg,4,0,0.019395243,0.050291244,0.11016755,0.0369272,0.7832188,4
1749259802.jpg,3,0,0.02227835,0.025555497,0.022180835,0.91254944,0.017435862,3
1749530371.jpg,2,0,0.040566873,0.037078347,0.8089216,0.053064838,0.06036842,2
1750580369.jpg,3,0,0.022914855,0.034625065,0.039129727,0.8543802,0.048950195,3
1750763627.jpg,3,0,0.034266155,0.049236193,0.047615822,0.84148777,0.027394056,3
1750854895.jpg,3,0,0.03053002,0.034521922,0.05637452,0.82410294,0.054470625,3
1750963666.jpg,0,0,0.40039474,0.11441872,0.027082115,0.040952213,0.41715226,4
1751029526.jpg,3,0,0.020231979,0.028724337,0.4433556,0.41300857,0.09467951,2
175171305.jpg,4,0,0.037147667,0.040193755,0.022127122,0.4444763,0.4560552,4
1751949402.jpg,3,0,0.029241472,0.03325418,0.029984435,0.85787255,0.049647413,3
1752152470.jpg,1,0,0.7143204,0.10188725,0.024955407,0.045453377,0.113383554,0
175215603.jpg,3,0,0.023103692,0.03168748,0.024229838,0.8921169,0.028862055,3
1752260817.jpg,3,0,0.036819566,0.03854703,0.045201417,0.82233393,0.057098083,3
1752419587.jpg,3,0,0.024742892,0.057284463,0.027426712,0.86010873,0.030437186,3
1752487129.jpg,3,0,0.026666136,0.077957615,0.035195917,0.8111226,0.049057677,3
1752693374.jpg,0,0,0.87475616,0.026416928,0.022848198,0.04857626,0.027402494,0
1752948058.jpg,3,0,0.029605515,0.03554319,0.025212513,0.8880122,0.021626575,3
175320441.jpg,3,0,0.025659619,0.030671712,0.07292427,0.8399692,0.030775227,3
1753297943.jpg,4,0,0.022034029,0.014807744,0.32807416,0.069340825,0.56574327,4
1753325672.jpg,3,0,0.04242956,0.048687592,0.034412242,0.8427873,0.031683214,3
1753499945.jpg,2,0,0.030746253,0.025881056,0.854363,0.06246893,0.026540695,2
1753621875.jpg,3,0,0.026947629,0.03135853,0.031308424,0.8710127,0.03937272,3
1753806581.jpg,4,0,0.033244144,0.045709368,0.039392196,0.057792276,0.82386196,4
1753872657.jpg,3,0,0.04076471,0.036537208,0.03233544,0.8425068,0.047855772,3
175398874.jpg,2,0,0.06129264,0.024775706,0.6892773,0.04930081,0.17535353,2
1754156181.jpg,3,0,0.029785752,0.03160999,0.04170809,0.8670782,0.02981796,3
1754366174.jpg,2,0,0.031049302,0.04074134,0.8263754,0.061705124,0.040128835,2
1754481092.jpg,4,0,0.06816357,0.06442053,0.3451856,0.04250266,0.4797276,4
1754540967.jpg,3,0,0.05392398,0.029129775,0.027966665,0.8628787,0.026100893,3
1754736431.jpg,3,0,0.033744488,0.03488423,0.02709362,0.87819004,0.026087634,3
1754989249.jpg,3,0,0.03375114,0.039781965,0.031074895,0.85117334,0.04421867,3
175519615.jpg,3,0,0.0217015,0.06204103,0.030416688,0.8638709,0.021969862,3
1755522975.jpg,3,0,0.024650302,0.025509337,0.02864551,0.89678866,0.024406169,3
1755647771.jpg,3,0,0.025599338,0.020903258,0.023037544,0.7600157,0.17044419,3
1755873897.jpg,3,0,0.028152134,0.03238209,0.031809237,0.8747007,0.032955814,3
1756425714.jpg,3,0,0.025115449,0.051284444,0.03176368,0.8586422,0.03319417,3
1756729974.jpg,2,0,0.030062199,0.03190967,0.8928122,0.026214544,0.01900142,2
1756754615.jpg,3,0,0.03266299,0.23595841,0.06559682,0.4951896,0.1705922,3
1757057989.jpg,0,0,0.5322138,0.24395297,0.032382127,0.04738311,0.14406797,0
1757123102.jpg,4,0,0.056100536,0.03158074,0.02874292,0.44892254,0.43465328,3
1757386939.jpg,3,0,0.026437812,0.034463473,0.028651431,0.87728786,0.033159424,3
1757442303.jpg,3,0,0.027047237,0.03158904,0.03219855,0.87276673,0.036398478,3
1757557877.jpg,3,0,0.02478057,0.026690295,0.028635534,0.8717339,0.048159715,3
1757569899.jpg,3,0,0.04726704,0.04329907,0.036078285,0.8226925,0.050663106,3
1757605463.jpg,4,0,0.034875773,0.3916316,0.020030785,0.06263426,0.49082756,4
1757646120.jpg,3,0,0.02842947,0.03574324,0.030068954,0.8601841,0.045574266,3
1758003075.jpg,3,0,0.030631354,0.033313543,0.037543535,0.86593145,0.03258013,3
1758073225.jpg,3,0,0.02776834,0.032223407,0.023032384,0.85452265,0.062453166,3
175816110.jpg,3,0,0.015113081,0.6509562,0.04524412,0.21283102,0.07585554,1
1758274933.jpg,3,0,0.026011046,0.06304642,0.06608252,0.7258997,0.11896031,3
1758318062.jpg,2,0,0.030276425,0.03969843,0.8282295,0.07340037,0.028395237,2
1758443591.jpg,3,0,0.07982849,0.05438488,0.048272837,0.7889194,0.028594473,3
1758852388.jpg,3,0,0.023871971,0.03608468,0.036858905,0.8727199,0.030464584,3
1758885297.jpg,0,0,0.81682205,0.024304956,0.052048635,0.06923276,0.03759158,0
1758913732.jpg,3,0,0.028968193,0.03556613,0.035631727,0.866137,0.03369694,3
1759042176.jpg,2,0,0.018636009,0.025642574,0.84752625,0.032465648,0.075729504,2
1759065699.jpg,3,0,0.028365634,0.02960748,0.033958968,0.8801508,0.027917154,3
1759147122.jpg,3,0,0.038374998,0.045010213,0.035736267,0.8420517,0.038826954,3
1759297979.jpg,3,0,0.02132288,0.02809537,0.027405893,0.8916672,0.0315087,3
175989862.jpg,2,0,0.056896493,0.078176364,0.57081985,0.23960857,0.05449868,2
